,Area,Element,Item,Year,hg/ha_yield,pesticides_tonnes,average_rain_fall_mm_per_year,avg_temp
16544,Japan,Yield,Soybeans,1998,14495,79821.18,1668.0,13.74
16545,Japan,Yield,Soybeans,1998,14495,79821.18,1668.0,16.74
16546,Japan,Yield,Soybeans,1998,14495,79821.18,1668.0,16.39
16547,Japan,Yield,Soybeans,1998,14495,79821.18,1668.0,16.45
16548,Japan,Yield,Soybeans,1998,14495,79821.18,1668.0,13.74
16549,Japan,Yield,Sweet potatoes,1998,249781,79821.18,1668.0,16.72
16550,Japan,Yield,Sweet potatoes,1998,249781,79821.18,1668.0,13.74
16551,Japan,Yield,Sweet potatoes,1998,249781,79821.18,1668.0,16.74
16552,Japan,Yield,Sweet potatoes,1998,249781,79821.18,1668.0,16.39
16553,Japan,Yield,Sweet potatoes,1998,249781,79821.18,1668.0,16.45
16554,Japan,Yield,Sweet potatoes,1998,249781,79821.18,1668.0,13.74
16555,Japan,Yield,lentil,1998,35111,79821.18,1668.0,16.72
16556,Japan,Yield,lentil,1998,35111,79821.18,1668.0,13.74
16557,Japan,Yield,lentil,1998,35111,79821.18,1668.0,16.74
16558,Japan,Yield,lentil,1998,35111,79821.18,1668.0,16.39
16559,Japan,Yield,lentil,1998,35111,79821.18,1668.0,16.45
16560,Japan,Yield,lentil,1998,35111,79821.18,1668.0,13.74
16561,Japan,Yield,mungbean,1998,200786,79821.18,1668.0,16.72
16562,Japan,Yield,mungbean,1998,200786,79821.18,1668.0,13.74
16563,Japan,Yield,mungbean,1998,200786,79821.18,1668.0,16.74
16564,Japan,Yield,mungbean,1998,200786,79821.18,1668.0,16.39
16565,Japan,Yield,mungbean,1998,200786,79821.18,1668.0,16.45
16566,Japan,Yield,mungbean,1998,200786,79821.18,1668.0,13.74
16567,Japan,Yield,Maize,1999,24000,79821.18,1668.0,15.93
16568,Japan,Yield,Maize,1999,24000,79821.18,1668.0,13.78
16569,Japan,Yield,Maize,1999,24000,79821.18,1668.0,15.93
16570,Japan,Yield,Maize,1999,24000,79821.18,1668.0,15.66
16571,Japan,Yield,Maize,1999,24000,79821.18,1668.0,15.79
16572,Japan,Yield,Maize,1999,24000,79821.18,1668.0,13.78
16573,Japan,Yield,Apple,1999,303275,79821.18,1668.0,15.93
16574,Japan,Yield,Apple,1999,303275,79821.18,1668.0,13.78
16575,Japan,Yield,Apple,1999,303275,79821.18,1668.0,15.93
16576,Japan,Yield,Apple,1999,303275,79821.18,1668.0,15.66
16577,Japan,Yield,Apple,1999,303275,79821.18,1668.0,15.79
16578,Japan,Yield,Apple,1999,303275,79821.18,1668.0,13.78
16579,Japan,Yield,"Rice, paddy",1999,64143,79821.18,1668.0,15.93
16580,Japan,Yield,"Rice, paddy",1999,64143,79821.18,1668.0,13.78
16581,Japan,Yield,"Rice, paddy",1999,64143,79821.18,1668.0,15.93
16582,Japan,Yield,"Rice, paddy",1999,64143,79821.18,1668.0,15.66
16583,Japan,Yield,"Rice, paddy",1999,64143,79821.18,1668.0,15.79
16584,Japan,Yield,"Rice, paddy",1999,64143,79821.18,1668.0,13.78
16585,Japan,Yield,Soybeans,1999,17301,79821.18,1668.0,15.93
16586,Japan,Yield,Soybeans,1999,17301,79821.18,1668.0,13.78
16587,Japan,Yield,Soybeans,1999,17301,79821.18,1668.0,15.93
16588,Japan,Yield,Soybeans,1999,17301,79821.18,1668.0,15.66
16589,Japan,Yield,Soybeans,1999,17301,79821.18,1668.0,15.79
16590,Japan,Yield,Soybeans,1999,17301,79821.18,1668.0,13.78
16591,Japan,Yield,Sweet potatoes,1999,226517,79821.18,1668.0,15.93
16592,Japan,Yield,Sweet potatoes,1999,226517,79821.18,1668.0,13.78
16593,Japan,Yield,Sweet potatoes,1999,226517,79821.18,1668.0,15.93
16594,Japan,Yield,Sweet potatoes,1999,226517,79821.18,1668.0,15.66
16595,Japan,Yield,Sweet potatoes,1999,226517,79821.18,1668.0,15.79
16596,Japan,Yield,Sweet potatoes,1999,226517,79821.18,1668.0,13.78
16597,Japan,Yield,lentil,1999,34544,79821.18,1668.0,15.93
16598,Japan,Yield,lentil,1999,34544,79821.18,1668.0,13.78
16599,Japan,Yield,lentil,1999,34544,79821.18,1668.0,15.93
16600,Japan,Yield,lentil,1999,34544,79821.18,1668.0,15.66
16601,Japan,Yield,lentil,1999,34544,79821.18,1668.0,15.79
16602,Japan,Yield,lentil,1999,34544,79821.18,1668.0,13.78
16603,Japan,Yield,mungbean,1999,217455,79821.18,1668.0,15.93
16604,Japan,Yield,mungbean,1999,217455,79821.18,1668.0,13.78
16605,Japan,Yield,mungbean,1999,217455,79821.18,1668.0,15.93
16606,Japan,Yield,mungbean,1999,217455,79821.18,1668.0,15.66
16607,Japan,Yield,mungbean,1999,217455,79821.18,1668.0,15.79
16608,Japan,Yield,mungbean,1999,217455,79821.18,1668.0,13.78
16609,Japan,Yield,Maize,2000,24713,79821.18,1668.0,15.92
16610,Japan,Yield,Maize,2000,24713,79821.18,1668.0,13.5
16611,Japan,Yield,Maize,2000,24713,79821.18,1668.0,15.95
16612,Japan,Yield,Maize,2000,24713,79821.18,1668.0,15.58
16613,Japan,Yield,Maize,2000,24713,79821.18,1668.0,15.67
16614,Japan,Yield,Maize,2000,24713,79821.18,1668.0,13.5
16615,Japan,Yield,Apple,2000,306342,79821.18,1668.0,15.92
16616,Japan,Yield,Apple,2000,306342,79821.18,1668.0,13.5
16617,Japan,Yield,Apple,2000,306342,79821.18,1668.0,15.95
16618,Japan,Yield,Apple,2000,306342,79821.18,1668.0,15.58
16619,Japan,Yield,Apple,2000,306342,79821.18,1668.0,15.67
16620,Japan,Yield,Apple,2000,306342,79821.18,1668.0,13.5
16621,Japan,Yield,"Rice, paddy",2000,67023,79821.18,1668.0,15.92
16622,Japan,Yield,"Rice, paddy",2000,67023,79821.18,1668.0,13.5
16623,Japan,Yield,"Rice, paddy",2000,67023,79821.18,1668.0,15.95
16624,Japan,Yield,"Rice, paddy",2000,67023,79821.18,1668.0,15.58
16625,Japan,Yield,"Rice, paddy",2000,67023,79821.18,1668.0,15.67
16626,Japan,Yield,"Rice, paddy",2000,67023,79821.18,1668.0,13.5
16627,Japan,Yield,Soybeans,2000,19184,79821.18,1668.0,15.92
16628,Japan,Yield,Soybeans,2000,19184,79821.18,1668.0,13.5
16629,Japan,Yield,Soybeans,2000,19184,79821.18,1668.0,15.95
16630,Japan,Yield,Soybeans,2000,19184,79821.18,1668.0,15.58
16631,Japan,Yield,Soybeans,2000,19184,79821.18,1668.0,15.67
16632,Japan,Yield,Soybeans,2000,19184,79821.18,1668.0,13.5
16633,Japan,Yield,Sweet potatoes,2000,247327,79821.18,1668.0,15.92
16634,Japan,Yield,Sweet potatoes,2000,247327,79821.18,1668.0,13.5
16635,Japan,Yield,Sweet potatoes,2000,247327,79821.18,1668.0,15.95
16636,Japan,Yield,Sweet potatoes,2000,247327,79821.18,1668.0,15.58
16637,Japan,Yield,Sweet potatoes,2000,247327,79821.18,1668.0,15.67
16638,Japan,Yield,Sweet potatoes,2000,247327,79821.18,1668.0,13.5
16639,Japan,Yield,lentil,2000,37607,79821.18,1668.0,15.92
16640,Japan,Yield,lentil,2000,37607,79821.18,1668.0,13.5
16641,Japan,Yield,lentil,2000,37607,79821.18,1668.0,15.95
16642,Japan,Yield,lentil,2000,37607,79821.18,1668.0,15.58
16643,Japan,Yield,lentil,2000,37607,79821.18,1668.0,15.67
16644,Japan,Yield,lentil,2000,37607,79821.18,1668.0,13.5
16645,Japan,Yield,mungbean,2000,226577,79821.18,1668.0,15.92
16646,Japan,Yield,mungbean,2000,226577,79821.18,1668.0,13.5
16647,Japan,Yield,mungbean,2000,226577,79821.18,1668.0,15.95
16648,Japan,Yield,mungbean,2000,226577,79821.18,1668.0,15.58
16649,Japan,Yield,mungbean,2000,226577,79821.18,1668.0,15.67
16650,Japan,Yield,mungbean,2000,226577,79821.18,1668.0,13.5
16651,Japan,Yield,Maize,2001,25000,78735.45,1668.0,15.86
16652,Japan,Yield,Maize,2001,25000,78735.45,1668.0,13.13
16653,Japan,Yield,Maize,2001,25000,78735.45,1668.0,15.97
16654,Japan,Yield,Maize,2001,25000,78735.45,1668.0,15.4
16655,Japan,Yield,Maize,2001,25000,78735.45,1668.0,15.47
16656,Japan,Yield,Maize,2001,25000,78735.45,1668.0,13.13
16657,Japan,Yield,Apple,2001,318172,78735.45,1668.0,15.86
16658,Japan,Yield,Apple,2001,318172,78735.45,1668.0,13.13
16659,Japan,Yield,Apple,2001,318172,78735.45,1668.0,15.97
16660,Japan,Yield,Apple,2001,318172,78735.45,1668.0,15.4
16661,Japan,Yield,Apple,2001,318172,78735.45,1668.0,15.47
16662,Japan,Yield,Apple,2001,318172,78735.45,1668.0,13.13
16663,Japan,Yield,"Rice, paddy",2001,66354,78735.45,1668.0,15.86
16664,Japan,Yield,"Rice, paddy",2001,66354,78735.45,1668.0,13.13
16665,Japan,Yield,"Rice, paddy",2001,66354,78735.45,1668.0,15.97
16666,Japan,Yield,"Rice, paddy",2001,66354,78735.45,1668.0,15.4
16667,Japan,Yield,"Rice, paddy",2001,66354,78735.45,1668.0,15.47
16668,Japan,Yield,"Rice, paddy",2001,66354,78735.45,1668.0,13.13
16669,Japan,Yield,Soybeans,2001,20195,78735.45,1668.0,15.86
16670,Japan,Yield,Soybeans,2001,20195,78735.45,1668.0,13.13
16671,Japan,Yield,Soybeans,2001,20195,78735.45,1668.0,15.97
16672,Japan,Yield,Soybeans,2001,20195,78735.45,1668.0,15.4
16673,Japan,Yield,Soybeans,2001,20195,78735.45,1668.0,15.47
16674,Japan,Yield,Soybeans,2001,20195,78735.45,1668.0,13.13
16675,Japan,Yield,Sweet potatoes,2001,251300,78735.45,1668.0,15.86
16676,Japan,Yield,Sweet potatoes,2001,251300,78735.45,1668.0,13.13
16677,Japan,Yield,Sweet potatoes,2001,251300,78735.45,1668.0,15.97
16678,Japan,Yield,Sweet potatoes,2001,251300,78735.45,1668.0,15.4
16679,Japan,Yield,Sweet potatoes,2001,251300,78735.45,1668.0,15.47
16680,Japan,Yield,Sweet potatoes,2001,251300,78735.45,1668.0,13.13
16681,Japan,Yield,lentil,2001,35546,78735.45,1668.0,15.86
16682,Japan,Yield,lentil,2001,35546,78735.45,1668.0,13.13
16683,Japan,Yield,lentil,2001,35546,78735.45,1668.0,15.97
16684,Japan,Yield,lentil,2001,35546,78735.45,1668.0,15.4
16685,Japan,Yield,lentil,2001,35546,78735.45,1668.0,15.47
16686,Japan,Yield,lentil,2001,35546,78735.45,1668.0,13.13
16687,Japan,Yield,mungbean,2001,207982,78735.45,1668.0,15.86
16688,Japan,Yield,mungbean,2001,207982,78735.45,1668.0,13.13
16689,Japan,Yield,mungbean,2001,207982,78735.45,1668.0,15.97
16690,Japan,Yield,mungbean,2001,207982,78735.45,1668.0,15.4
16691,Japan,Yield,mungbean,2001,207982,78735.45,1668.0,15.47
16692,Japan,Yield,mungbean,2001,207982,78735.45,1668.0,13.13
16693,Japan,Yield,Maize,2002,24615,70262.54,1668.0,16.09
16694,Japan,Yield,Maize,2002,24615,70262.54,1668.0,13.42
16695,Japan,Yield,Maize,2002,24615,70262.54,1668.0,16.0
16696,Japan,Yield,Maize,2002,24615,70262.54,1668.0,15.71
16697,Japan,Yield,Maize,2002,24615,70262.54,1668.0,15.73
16698,Japan,Yield,Maize,2002,24615,70262.54,1668.0,13.42
16699,Japan,Yield,Apple,2002,334130,70262.54,1668.0,16.09
16700,Japan,Yield,Apple,2002,334130,70262.54,1668.0,13.42
16701,Japan,Yield,Apple,2002,334130,70262.54,1668.0,16.0
16702,Japan,Yield,Apple,2002,334130,70262.54,1668.0,15.71
16703,Japan,Yield,Apple,2002,334130,70262.54,1668.0,15.73
16704,Japan,Yield,Apple,2002,334130,70262.54,1668.0,13.42
16705,Japan,Yield,"Rice, paddy",2002,65823,70262.54,1668.0,16.09
16706,Japan,Yield,"Rice, paddy",2002,65823,70262.54,1668.0,13.42
16707,Japan,Yield,"Rice, paddy",2002,65823,70262.54,1668.0,16.0
16708,Japan,Yield,"Rice, paddy",2002,65823,70262.54,1668.0,15.71
16709,Japan,Yield,"Rice, paddy",2002,65823,70262.54,1668.0,15.73
16710,Japan,Yield,"Rice, paddy",2002,65823,70262.54,1668.0,13.42
16711,Japan,Yield,Soybeans,2002,18025,70262.54,1668.0,16.09
16712,Japan,Yield,Soybeans,2002,18025,70262.54,1668.0,13.42
16713,Japan,Yield,Soybeans,2002,18025,70262.54,1668.0,16.0
16714,Japan,Yield,Soybeans,2002,18025,70262.54,1668.0,15.71
16715,Japan,Yield,Soybeans,2002,18025,70262.54,1668.0,15.73
16716,Japan,Yield,Soybeans,2002,18025,70262.54,1668.0,13.42
16717,Japan,Yield,Sweet potatoes,2002,254321,70262.54,1668.0,16.09
16718,Japan,Yield,Sweet potatoes,2002,254321,70262.54,1668.0,13.42
16719,Japan,Yield,Sweet potatoes,2002,254321,70262.54,1668.0,16.0
16720,Japan,Yield,Sweet potatoes,2002,254321,70262.54,1668.0,15.71
16721,Japan,Yield,Sweet potatoes,2002,254321,70262.54,1668.0,15.73
16722,Japan,Yield,Sweet potatoes,2002,254321,70262.54,1668.0,13.42
16723,Japan,Yield,lentil,2002,40010,70262.54,1668.0,16.09
16724,Japan,Yield,lentil,2002,40010,70262.54,1668.0,13.42
16725,Japan,Yield,lentil,2002,40010,70262.54,1668.0,16.0
16726,Japan,Yield,lentil,2002,40010,70262.54,1668.0,15.71
16727,Japan,Yield,lentil,2002,40010,70262.54,1668.0,15.73
16728,Japan,Yield,lentil,2002,40010,70262.54,1668.0,13.42
16729,Japan,Yield,mungbean,2002,206243,70262.54,1668.0,16.09
16730,Japan,Yield,mungbean,2002,206243,70262.54,1668.0,13.42
16731,Japan,Yield,mungbean,2002,206243,70262.54,1668.0,16.0
16732,Japan,Yield,mungbean,2002,206243,70262.54,1668.0,15.71
16733,Japan,Yield,mungbean,2002,206243,70262.54,1668.0,15.73
16734,Japan,Yield,mungbean,2002,206243,70262.54,1668.0,13.42
16735,Japan,Yield,Maize,2004,25000,64688.88,1668.0,16.56
16736,Japan,Yield,Maize,2004,25000,64688.88,1668.0,14.05
16737,Japan,Yield,Maize,2004,25000,64688.88,1668.0,16.54
16738,Japan,Yield,Maize,2004,25000,64688.88,1668.0,16.19
16739,Japan,Yield,Maize,2004,25000,64688.88,1668.0,16.33
16740,Japan,Yield,Maize,2004,25000,64688.88,1668.0,14.05
16741,Japan,Yield,Apple,2004,330734,64688.88,1668.0,16.56
16742,Japan,Yield,Apple,2004,330734,64688.88,1668.0,14.05
16743,Japan,Yield,Apple,2004,330734,64688.88,1668.0,16.54
16744,Japan,Yield,Apple,2004,330734,64688.88,1668.0,16.19
16745,Japan,Yield,Apple,2004,330734,64688.88,1668.0,16.33
16746,Japan,Yield,Apple,2004,330734,64688.88,1668.0,14.05
16747,Japan,Yield,"Rice, paddy",2004,64150,64688.88,1668.0,16.56
16748,Japan,Yield,"Rice, paddy",2004,64150,64688.88,1668.0,14.05
16749,Japan,Yield,"Rice, paddy",2004,64150,64688.88,1668.0,16.54
16750,Japan,Yield,"Rice, paddy",2004,64150,64688.88,1668.0,16.19
16751,Japan,Yield,"Rice, paddy",2004,64150,64688.88,1668.0,16.33
16752,Japan,Yield,"Rice, paddy",2004,64150,64688.88,1668.0,14.05
16753,Japan,Yield,Soybeans,2004,11930,64688.88,1668.0,16.56
16754,Japan,Yield,Soybeans,2004,11930,64688.88,1668.0,14.05
16755,Japan,Yield,Soybeans,2004,11930,64688.88,1668.0,16.54
16756,Japan,Yield,Soybeans,2004,11930,64688.88,1668.0,16.19
16757,Japan,Yield,Soybeans,2004,11930,64688.88,1668.0,16.33
16758,Japan,Yield,Soybeans,2004,11930,64688.88,1668.0,14.05
16759,Japan,Yield,Sweet potatoes,2004,250372,64688.88,1668.0,16.56
16760,Japan,Yield,Sweet potatoes,2004,250372,64688.88,1668.0,14.05
16761,Japan,Yield,Sweet potatoes,2004,250372,64688.88,1668.0,16.54
16762,Japan,Yield,Sweet potatoes,2004,250372,64688.88,1668.0,16.19
16763,Japan,Yield,Sweet potatoes,2004,250372,64688.88,1668.0,16.33
16764,Japan,Yield,Sweet potatoes,2004,250372,64688.88,1668.0,14.05
16765,Japan,Yield,lentil,2004,40466,64688.88,1668.0,16.56
16766,Japan,Yield,lentil,2004,40466,64688.88,1668.0,14.05
16767,Japan,Yield,lentil,2004,40466,64688.88,1668.0,16.54
16768,Japan,Yield,lentil,2004,40466,64688.88,1668.0,16.19
16769,Japan,Yield,lentil,2004,40466,64688.88,1668.0,16.33
16770,Japan,Yield,lentil,2004,40466,64688.88,1668.0,14.05
16771,Japan,Yield,mungbean,2004,229051,64688.88,1668.0,16.56
16772,Japan,Yield,mungbean,2004,229051,64688.88,1668.0,14.05
16773,Japan,Yield,mungbean,2004,229051,64688.88,1668.0,16.54
16774,Japan,Yield,mungbean,2004,229051,64688.88,1668.0,16.19
16775,Japan,Yield,mungbean,2004,229051,64688.88,1668.0,16.33
16776,Japan,Yield,mungbean,2004,229051,64688.88,1668.0,14.05
16777,Japan,Yield,Maize,2005,25260,63829.77,1668.0,15.75
16778,Japan,Yield,Maize,2005,25260,63829.77,1668.0,12.99
16779,Japan,Yield,Maize,2005,25260,63829.77,1668.0,15.75
16780,Japan,Yield,Maize,2005,25260,63829.77,1668.0,15.36
16781,Japan,Yield,Maize,2005,25260,63829.77,1668.0,15.36
16782,Japan,Yield,Maize,2005,25260,63829.77,1668.0,12.99
16783,Japan,Yield,Apple,2005,316341,63829.77,1668.0,15.75
16784,Japan,Yield,Apple,2005,316341,63829.77,1668.0,12.99
16785,Japan,Yield,Apple,2005,316341,63829.77,1668.0,15.75
16786,Japan,Yield,Apple,2005,316341,63829.77,1668.0,15.36
16787,Japan,Yield,Apple,2005,316341,63829.77,1668.0,15.36
16788,Japan,Yield,Apple,2005,316341,63829.77,1668.0,12.99
16789,Japan,Yield,"Rice, paddy",2005,66483,63829.77,1668.0,15.75
16790,Japan,Yield,"Rice, paddy",2005,66483,63829.77,1668.0,12.99
16791,Japan,Yield,"Rice, paddy",2005,66483,63829.77,1668.0,15.75
16792,Japan,Yield,"Rice, paddy",2005,66483,63829.77,1668.0,15.36
16793,Japan,Yield,"Rice, paddy",2005,66483,63829.77,1668.0,15.36
16794,Japan,Yield,"Rice, paddy",2005,66483,63829.77,1668.0,12.99
16795,Japan,Yield,Soybeans,2005,16791,63829.77,1668.0,15.75
16796,Japan,Yield,Soybeans,2005,16791,63829.77,1668.0,12.99
16797,Japan,Yield,Soybeans,2005,16791,63829.77,1668.0,15.75
16798,Japan,Yield,Soybeans,2005,16791,63829.77,1668.0,15.36
16799,Japan,Yield,Soybeans,2005,16791,63829.77,1668.0,15.36
16800,Japan,Yield,Soybeans,2005,16791,63829.77,1668.0,12.99
16801,Japan,Yield,Sweet potatoes,2005,258088,63829.77,1668.0,15.75
16802,Japan,Yield,Sweet potatoes,2005,258088,63829.77,1668.0,12.99
16803,Japan,Yield,Sweet potatoes,2005,258088,63829.77,1668.0,15.75
16804,Japan,Yield,Sweet potatoes,2005,258088,63829.77,1668.0,15.36
16805,Japan,Yield,Sweet potatoes,2005,258088,63829.77,1668.0,15.36
16806,Japan,Yield,Sweet potatoes,2005,258088,63829.77,1668.0,12.99
16807,Japan,Yield,lentil,2005,40970,63829.77,1668.0,15.75
16808,Japan,Yield,lentil,2005,40970,63829.77,1668.0,12.99
16809,Japan,Yield,lentil,2005,40970,63829.77,1668.0,15.75
16810,Japan,Yield,lentil,2005,40970,63829.77,1668.0,15.36
16811,Japan,Yield,lentil,2005,40970,63829.77,1668.0,15.36
16812,Japan,Yield,lentil,2005,40970,63829.77,1668.0,12.99
16813,Japan,Yield,mungbean,2005,233257,63829.77,1668.0,15.75
16814,Japan,Yield,mungbean,2005,233257,63829.77,1668.0,12.99
16815,Japan,Yield,mungbean,2005,233257,63829.77,1668.0,15.75
16816,Japan,Yield,mungbean,2005,233257,63829.77,1668.0,15.36
16817,Japan,Yield,mungbean,2005,233257,63829.77,1668.0,15.36
16818,Japan,Yield,mungbean,2005,233257,63829.77,1668.0,12.99
16819,Japan,Yield,Maize,2006,25324,65248.26,1668.0,15.87
16820,Japan,Yield,Maize,2006,25324,65248.26,1668.0,13.28
16821,Japan,Yield,Maize,2006,25324,65248.26,1668.0,15.92
16822,Japan,Yield,Maize,2006,25324,65248.26,1668.0,15.43
16823,Japan,Yield,Maize,2006,25324,65248.26,1668.0,15.45
16824,Japan,Yield,Maize,2006,25324,65248.26,1668.0,13.28
16825,Japan,Yield,Apple,2006,304273,65248.26,1668.0,15.87
16826,Japan,Yield,Apple,2006,304273,65248.26,1668.0,13.28
16827,Japan,Yield,Apple,2006,304273,65248.26,1668.0,15.92
16828,Japan,Yield,Apple,2006,304273,65248.26,1668.0,15.43
16829,Japan,Yield,Apple,2006,304273,65248.26,1668.0,15.45
16830,Japan,Yield,Apple,2006,304273,65248.26,1668.0,13.28
16831,Japan,Yield,"Rice, paddy",2006,63359,65248.26,1668.0,15.87
16832,Japan,Yield,"Rice, paddy",2006,63359,65248.26,1668.0,13.28
16833,Japan,Yield,"Rice, paddy",2006,63359,65248.26,1668.0,15.92
16834,Japan,Yield,"Rice, paddy",2006,63359,65248.26,1668.0,15.43
16835,Japan,Yield,"Rice, paddy",2006,63359,65248.26,1668.0,15.45
16836,Japan,Yield,"Rice, paddy",2006,63359,65248.26,1668.0,13.28
16837,Japan,Yield,Soybeans,2006,16129,65248.26,1668.0,15.87
16838,Japan,Yield,Soybeans,2006,16129,65248.26,1668.0,13.28
16839,Japan,Yield,Soybeans,2006,16129,65248.26,1668.0,15.92
16840,Japan,Yield,Soybeans,2006,16129,65248.26,1668.0,15.43
16841,Japan,Yield,Soybeans,2006,16129,65248.26,1668.0,15.45
16842,Japan,Yield,Soybeans,2006,16129,65248.26,1668.0,13.28
16843,Japan,Yield,Sweet potatoes,2006,242377,65248.26,1668.0,15.87
16844,Japan,Yield,Sweet potatoes,2006,242377,65248.26,1668.0,13.28
16845,Japan,Yield,Sweet potatoes,2006,242377,65248.26,1668.0,15.92
16846,Japan,Yield,Sweet potatoes,2006,242377,65248.26,1668.0,15.43
16847,Japan,Yield,Sweet potatoes,2006,242377,65248.26,1668.0,15.45
16848,Japan,Yield,Sweet potatoes,2006,242377,65248.26,1668.0,13.28
16849,Japan,Yield,lentil,2006,38351,65248.26,1668.0,15.87
16850,Japan,Yield,lentil,2006,38351,65248.26,1668.0,13.28
16851,Japan,Yield,lentil,2006,38351,65248.26,1668.0,15.92
16852,Japan,Yield,lentil,2006,38351,65248.26,1668.0,15.43
16853,Japan,Yield,lentil,2006,38351,65248.26,1668.0,15.45
16854,Japan,Yield,lentil,2006,38351,65248.26,1668.0,13.28
16855,Japan,Yield,mungbean,2006,225059,65248.26,1668.0,15.87
16856,Japan,Yield,mungbean,2006,225059,65248.26,1668.0,13.28
16857,Japan,Yield,mungbean,2006,225059,65248.26,1668.0,15.92
16858,Japan,Yield,mungbean,2006,225059,65248.26,1668.0,15.43
16859,Japan,Yield,mungbean,2006,225059,65248.26,1668.0,15.45
16860,Japan,Yield,mungbean,2006,225059,65248.26,1668.0,13.28
16861,Japan,Yield,Maize,2007,25395,61164.07,1668.0,16.53
16862,Japan,Yield,Maize,2007,25395,61164.07,1668.0,13.68
16863,Japan,Yield,Maize,2007,25395,61164.07,1668.0,16.55
16864,Japan,Yield,Maize,2007,25395,61164.07,1668.0,16.03
16865,Japan,Yield,Maize,2007,25395,61164.07,1668.0,15.94
16866,Japan,Yield,Maize,2007,25395,61164.07,1668.0,13.68
16867,Japan,Yield,Apple,2007,340000,61164.07,1668.0,16.53
16868,Japan,Yield,Apple,2007,340000,61164.07,1668.0,13.68
16869,Japan,Yield,Apple,2007,340000,61164.07,1668.0,16.55
16870,Japan,Yield,Apple,2007,340000,61164.07,1668.0,16.03
16871,Japan,Yield,Apple,2007,340000,61164.07,1668.0,15.94
16872,Japan,Yield,Apple,2007,340000,61164.07,1668.0,13.68
16873,Japan,Yield,"Rice, paddy",2007,65111,61164.07,1668.0,16.53
16874,Japan,Yield,"Rice, paddy",2007,65111,61164.07,1668.0,13.68
16875,Japan,Yield,"Rice, paddy",2007,65111,61164.07,1668.0,16.55
16876,Japan,Yield,"Rice, paddy",2007,65111,61164.07,1668.0,16.03
16877,Japan,Yield,"Rice, paddy",2007,65111,61164.07,1668.0,15.94
16878,Japan,Yield,"Rice, paddy",2007,65111,61164.07,1668.0,13.68
16879,Japan,Yield,Soybeans,2007,16392,61164.07,1668.0,16.53
16880,Japan,Yield,Soybeans,2007,16392,61164.07,1668.0,13.68
16881,Japan,Yield,Soybeans,2007,16392,61164.07,1668.0,16.55
16882,Japan,Yield,Soybeans,2007,16392,61164.07,1668.0,16.03
16883,Japan,Yield,Soybeans,2007,16392,61164.07,1668.0,15.94
16884,Japan,Yield,Soybeans,2007,16392,61164.07,1668.0,13.68
16885,Japan,Yield,Sweet potatoes,2007,237936,61164.07,1668.0,16.53
16886,Japan,Yield,Sweet potatoes,2007,237936,61164.07,1668.0,13.68
16887,Japan,Yield,Sweet potatoes,2007,237936,61164.07,1668.0,16.55
16888,Japan,Yield,Sweet potatoes,2007,237936,61164.07,1668.0,16.03
16889,Japan,Yield,Sweet potatoes,2007,237936,61164.07,1668.0,15.94
16890,Japan,Yield,Sweet potatoes,2007,237936,61164.07,1668.0,13.68
16891,Japan,Yield,lentil,2007,43400,61164.07,1668.0,16.53
16892,Japan,Yield,lentil,2007,43400,61164.07,1668.0,13.68
16893,Japan,Yield,lentil,2007,43400,61164.07,1668.0,16.55
16894,Japan,Yield,lentil,2007,43400,61164.07,1668.0,16.03
16895,Japan,Yield,lentil,2007,43400,61164.07,1668.0,15.94
16896,Japan,Yield,lentil,2007,43400,61164.07,1668.0,13.68
16897,Japan,Yield,mungbean,2007,230788,61164.07,1668.0,16.53
16898,Japan,Yield,mungbean,2007,230788,61164.07,1668.0,13.68
16899,Japan,Yield,mungbean,2007,230788,61164.07,1668.0,16.55
16900,Japan,Yield,mungbean,2007,230788,61164.07,1668.0,16.03
16901,Japan,Yield,mungbean,2007,230788,61164.07,1668.0,15.94
16902,Japan,Yield,mungbean,2007,230788,61164.07,1668.0,13.68
16903,Japan,Yield,Maize,2008,25456,58750.0,1668.0,15.96
16904,Japan,Yield,Maize,2008,25456,58750.0,1668.0,13.31
16905,Japan,Yield,Maize,2008,25456,58750.0,1668.0,15.98
16906,Japan,Yield,Maize,2008,25456,58750.0,1668.0,15.55
16907,Japan,Yield,Maize,2008,25456,58750.0,1668.0,15.57
16908,Japan,Yield,Maize,2008,25456,58750.0,1668.0,13.31
16909,Japan,Yield,Apple,2008,323086,58750.0,1668.0,15.96
16910,Japan,Yield,Apple,2008,323086,58750.0,1668.0,13.31
16911,Japan,Yield,Apple,2008,323086,58750.0,1668.0,15.98
16912,Japan,Yield,Apple,2008,323086,58750.0,1668.0,15.55
16913,Japan,Yield,Apple,2008,323086,58750.0,1668.0,15.57
16914,Japan,Yield,Apple,2008,323086,58750.0,1668.0,13.31
16915,Japan,Yield,"Rice, paddy",2008,67786,58750.0,1668.0,15.96
16916,Japan,Yield,"Rice, paddy",2008,67786,58750.0,1668.0,13.31
16917,Japan,Yield,"Rice, paddy",2008,67786,58750.0,1668.0,15.98
16918,Japan,Yield,"Rice, paddy",2008,67786,58750.0,1668.0,15.55
16919,Japan,Yield,"Rice, paddy",2008,67786,58750.0,1668.0,15.57
16920,Japan,Yield,"Rice, paddy",2008,67786,58750.0,1668.0,13.31
16921,Japan,Yield,Soybeans,2008,17791,58750.0,1668.0,15.96
